index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
756,IDC-44516,2026-04-17T00:00:00.000Z,Ashgrove Bet,UK,Portal,"vendors.error on data check, backend did not respond in time",S2 - High,18.4,6,No,3,Platform Reliability Friction
757,IDC-43381,2026-07-13T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,25.1,3,No,2,Compliance Decision Friction
758,IDC-42765,2026-06-16T00:00:00.000Z,Rivet Play,CA-ON,Email,ID capture screen freezes on mobile for several users,S2 - High,18.8,8,No,3,User Verification Friction
759,IDC-44452,2026-07-01T00:00:00.000Z,Ashgrove Bet,UK,Email,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,38.1,6,No,2,Compliance Decision Friction
760,IDC-43881,2026-05-18T00:00:00.000Z,Marigold Gaming,US-MI,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,41.9,2,No,2,User Verification Friction
761,IDC-42512,2026-06-14T00:00:00.000Z,Rivet Play,CA-ON,Phone,IDPV outcome differs across document types,S1 - Critical,9.2,7,No,4,Compliance Decision Friction
762,IDC-43180,2026-05-27T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Please adjust our scheduled report frequency,S3 - Medium,43.7,4,Yes,2,Account Admin
763,IDC-44612,2026-07-18T00:00:00.000Z,Ashgrove Bet,UK,Email,Token creation request returning 401,S4 - Low,46.2,2,No,1,Integration & Config
764,IDC-44843,2026-06-06T00:00:00.000Z,Pinnacle Play,US-CO,Phone,Set up user access for two new team members,S3 - Medium,28.7,2,No,2,Integration & Config
765,IDC-44720,2026-03-03T00:00:00.000Z,Pinnacle Play,US-CO,Email,Can we suppress PEP alerts for our US-only brand?,S4 - Low,28.8,1,No,1,Compliance Decision Friction
766,IDC-43224,2026-06-11T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Duplicate verification sessions created for one user,S2 - High,9.3,9,No,3,User Verification Friction
767,IDC-42625,2026-07-12T00:00:00.000Z,Rivet Play,CA-ON,Portal,"PO Box treated as invalid, several player complaints",S3 - Medium,24.9,6,No,2,User Verification Friction
768,IDC-42446,2026-05-28T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Multiple users failing data verification, provider looks slow",S3 - Medium,16.5,5,Yes,2,Platform Reliability Friction
769,IDC-43027,2026-05-10T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,43.5,6,No,2,Compliance Decision Friction
770,IDC-43511,2026-05-17T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Too many users routed to step-up this week,S3 - Medium,32.1,3,No,2,User Verification Friction
771,IDC-43632,2026-02-11T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Passport read failing for a batch of users,S2 - High,7.5,7,Yes,3,User Verification Friction
772,IDC-44876,2026-03-17T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Player passed data check but failed secondary auth,S3 - Medium,38.1,6,No,2,User Verification Friction
773,IDC-42698,2026-06-21T00:00:00.000Z,Rivet Play,CA-ON,Email,Step-up auth triggering for returning players,S2 - High,14.3,8,Yes,3,User Verification Friction
774,IDC-44056,2026-04-08T00:00:00.000Z,Marigold Gaming,US-MI,Email,Verification failing with provider timeout (504),S1 - Critical,12.8,9,No,4,Platform Reliability Friction
775,IDC-43638,2026-02-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,"Onboarding new market, what config changes are needed?",S4 - Low,68.3,1,No,1,Integration & Config
776,IDC-43648,2026-07-28T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Manual review queue backing up this week,S3 - Medium,43.6,5,No,2,Operational Backlog Friction
777,IDC-44805,2026-04-16T00:00:00.000Z,Pinnacle Play,US-CO,Email,"OTP channel timeout error, must be integer 15-900",S3 - Medium,39.5,2,No,2,User Verification Friction
778,IDC-42456,2026-04-10T00:00:00.000Z,Rivet Play,CA-ON,Email,Invoice query forwarded from finance,S4 - Low,17.2,2,No,1,Account Admin
779,IDC-43450,2026-02-09T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,30.8,3,No,2,User Verification Friction
780,IDC-42671,2026-03-26T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Full 9-digit SSN check failing after config change,S4 - Low,35.7,2,No,1,User Verification Friction
781,IDC-44247,2026-06-20T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Can the check flag an underage applicant?,S3 - Medium,37.5,4,No,2,Compliance Decision Friction
782,IDC-43287,2026-06-22T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Player passed data check but failed secondary auth,S3 - Medium,16.5,4,No,2,User Verification Friction
783,IDC-42538,2026-04-05T00:00:00.000Z,Rivet Play,CA-ON,Portal,Set up user access for two new team members,S3 - Medium,21.9,4,No,2,Integration & Config
784,IDC-43304,2026-02-28T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Watchlist screening flagged the wrong person,S1 - Critical,4.1,11,No,4,Compliance Decision Friction
785,IDC-43689,2026-04-18T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Verification failing with provider timeout (504),S1 - Critical,8.4,8,No,4,Platform Reliability Friction
786,IDC-44529,2026-05-01T00:00:00.000Z,Ashgrove Bet,UK,Email,Inaccurate PEP alert on an obviously low-risk player,S2 - High,16.1,4,No,3,Compliance Decision Friction
787,IDC-42329,2026-05-11T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Sudden spike in failed verifications, nothing changed our side",S2 - High,22.5,5,No,3,Platform Reliability Friction
788,IDC-42185,2026-02-24T00:00:00.000Z,Rivet Play,CA-ON,Phone,SSN last-4 not matching for valid users,S3 - Medium,36,5,No,2,User Verification Friction
789,IDC-43256,2026-04-20T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Player passed data check but failed secondary auth,S3 - Medium,43.9,3,No,2,User Verification Friction
790,IDC-42933,2026-03-29T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,42.9,6,No,2,Platform Reliability Friction
791,IDC-44719,2026-06-02T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Onboarding new market, what config changes are needed?",S4 - Low,62.4,3,No,1,Integration & Config
792,IDC-43530,2026-03-22T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Partial match returns no data on first attempt,S3 - Medium,11.4,6,No,2,User Verification Friction
793,IDC-42697,2026-05-11T00:00:00.000Z,Rivet Play,CA-ON,Email,Selfie step blank on Android Chrome,S3 - Medium,39.3,4,No,2,User Verification Friction
794,IDC-43773,2026-03-29T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Partial match returns no data on first attempt,S3 - Medium,29.8,4,No,2,User Verification Friction
795,IDC-43219,2026-05-17T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Verification failing with provider timeout (504),S1 - Critical,12.7,7,No,4,Platform Reliability Friction
796,IDC-44546,2026-04-09T00:00:00.000Z,Ashgrove Bet,UK,Portal,Player says they were verified twice and charged twice,S2 - High,5.3,9,No,3,User Verification Friction
797,IDC-42372,2026-03-05T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,apiKey rejected when sent in the request body,S1 - Critical,12,11,No,4,Integration & Config
798,IDC-44165,2026-07-16T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Set up user access for two new team members,S4 - Low,21.1,2,No,1,Integration & Config
799,IDC-42035,2026-02-15T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S3 - Medium,23.3,3,No,2,Account Admin
800,IDC-42599,2026-08-01T00:00:00.000Z,Rivet Play,CA-ON,Portal,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,38.3,4,No,2,Compliance Decision Friction
801,IDC-42380,2026-04-13T00:00:00.000Z,Rivet Play,CA-ON,Portal,Invoice query forwarded from finance,S4 - Low,26.6,2,No,1,Account Admin
802,IDC-42956,2026-04-08T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Set up user access for two new team members,S4 - Low,43.1,2,No,1,Integration & Config
803,IDC-42556,2026-02-06T00:00:00.000Z,Rivet Play,CA-ON,Phone,"PO Box treated as invalid, several player complaints",S2 - High,14.3,9,No,3,User Verification Friction
804,IDC-44450,2026-07-28T00:00:00.000Z,Ashgrove Bet,UK,Portal,"PO Box treated as invalid, several player complaints",S1 - Critical,10,10,No,4,User Verification Friction
805,IDC-43425,2026-06-22T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"Multiple users failing data verification, provider looks slow",S1 - Critical,9.5,8,No,4,Platform Reliability Friction
806,IDC-43668,2026-02-19T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,apiKey rejected when sent in the request body,S4 - Low,33.3,1,No,1,Integration & Config
807,IDC-44600,2026-08-02T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Can the check flag an underage applicant?,S3 - Medium,21.6,6,No,2,Compliance Decision Friction
808,IDC-42184,2026-06-09T00:00:00.000Z,Rivet Play,CA-ON,Portal,Full 9-digit SSN check failing after config change,S4 - Low,56.9,3,No,1,User Verification Friction
809,IDC-43710,2026-08-02T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Full 9-digit SSN check failing after config change,S2 - High,5.3,6,No,3,User Verification Friction
810,IDC-43312,2026-04-19T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,"Sanctions hit looks like a false positive, please review",S3 - Medium,36.9,5,No,2,Compliance Decision Friction
811,IDC-43701,2026-07-31T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Token creation request returning 401,S2 - High,24.9,6,No,3,Integration & Config
812,IDC-43919,2026-03-25T00:00:00.000Z,Marigold Gaming,US-MI,Email,Inaccurate PEP alert on an obviously low-risk player,S1 - Critical,11.6,10,No,4,Compliance Decision Friction
813,IDC-44310,2026-02-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Manual review queue backing up this week,S3 - Medium,17.4,3,No,2,Operational Backlog Friction
814,IDC-44008,2026-07-28T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Watchlist screening flagged the wrong person,S3 - Medium,24.2,5,No,2,Compliance Decision Friction
815,IDC-42271,2026-08-02T00:00:00.000Z,Rivet Play,CA-ON,Portal,Set up user access for two new team members,S4 - Low,36.2,3,No,1,Integration & Config
816,IDC-42325,2026-07-04T00:00:00.000Z,Rivet Play,CA-ON,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,19.1,4,No,2,User Verification Friction
817,IDC-44086,2026-07-26T00:00:00.000Z,Marigold Gaming,US-MI,Email,Duplicate verification sessions created for one user,S3 - Medium,18,2,No,2,User Verification Friction
818,IDC-42514,2026-06-21T00:00:00.000Z,Rivet Play,CA-ON,Portal,"OTP channel timeout error, must be integer 15-900",S2 - High,20,4,No,3,User Verification Friction
819,IDC-43957,2026-07-23T00:00:00.000Z,Marigold Gaming,US-MI,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,20.4,6,No,2,User Verification Friction
820,IDC-42802,2026-04-12T00:00:00.000Z,Rivet Play,CA-ON,Email,"Base URL misconfigured, double https in the endpoint",S2 - High,11.8,4,No,3,Integration & Config
821,IDC-43367,2026-02-06T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Duplicate verification sessions created for one user,S3 - Medium,9.9,6,No,2,User Verification Friction
822,IDC-44887,2026-06-09T00:00:00.000Z,Pinnacle Play,US-CO,Email,Request: export of last month's verification volumes,S3 - Medium,18,6,No,2,Account Admin
823,IDC-43336,2026-04-06T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Player says they were verified twice and charged twice,S3 - Medium,9.3,6,No,2,User Verification Friction
824,IDC-44826,2026-03-18T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Player says they were verified twice and charged twice,S3 - Medium,26.7,3,Yes,2,User Verification Friction
825,IDC-42830,2026-03-22T00:00:00.000Z,Rivet Play,CA-ON,Email,Requesting SOC 2 report for our compliance team,S4 - Low,35.5,3,Yes,1,Account Admin
826,IDC-43213,2026-07-01T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,29.3,5,No,2,User Verification Friction
827,IDC-44544,2026-06-27T00:00:00.000Z,Ashgrove Bet,UK,Email,Inaccurate PEP alert on an obviously low-risk player,S2 - High,9.2,9,No,3,Compliance Decision Friction
828,IDC-42361,2026-05-31T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Multiple users failing data verification, provider looks slow",S1 - Critical,11,6,Yes,4,Platform Reliability Friction
829,IDC-44215,2026-07-27T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Callback not received after verification completes,S3 - Medium,16.2,4,No,2,Platform Reliability Friction
830,IDC-42331,2026-06-22T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Webhook signature verification failing in staging,S2 - High,17.3,5,No,3,Platform Reliability Friction
831,IDC-42665,2026-04-15T00:00:00.000Z,Rivet Play,CA-ON,Portal,Duplicate verification sessions created for one user,S3 - Medium,18.9,3,No,2,User Verification Friction
832,IDC-42161,2026-02-12T00:00:00.000Z,Rivet Play,CA-ON,Phone,Please adjust our scheduled report frequency,S4 - Low,21.1,3,No,1,Account Admin
833,IDC-44223,2026-04-18T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Verification failing with provider timeout (504),S2 - High,5.8,4,Yes,3,Platform Reliability Friction
834,IDC-43330,2026-04-07T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Invoice query forwarded from finance,S3 - Medium,38.9,2,No,2,Account Admin
835,IDC-44734,2026-02-09T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Question about the data retention period,S4 - Low,56.5,1,No,1,Account Admin
836,IDC-43894,2026-05-10T00:00:00.000Z,Marigold Gaming,US-MI,Email,Full 9-digit SSN check failing after config change,S3 - Medium,13.2,2,No,2,User Verification Friction
837,IDC-42178,2026-04-15T00:00:00.000Z,Rivet Play,CA-ON,Email,"Review decision pending for 48h+, players waiting",S2 - High,7,6,No,3,Operational Backlog Friction
838,IDC-43096,2026-04-14T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Address normalization rejecting apartment formats,S4 - Low,63.2,3,Yes,1,User Verification Friction
839,IDC-42831,2026-06-28T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S3 - Medium,38.8,5,No,2,Account Admin
840,IDC-43740,2026-02-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Duplicate verification sessions created for one user,S3 - Medium,43.1,3,No,2,User Verification Friction
841,IDC-43099,2026-02-11T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Step-up auth triggering for returning players,S3 - Medium,40.6,4,No,2,User Verification Friction
842,IDC-42396,2026-04-10T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Player says they were verified twice and charged twice,S4 - Low,54.1,3,No,1,User Verification Friction
843,IDC-42872,2026-06-22T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Token creation request returning 401,S2 - High,13.4,4,No,3,Integration & Config
844,IDC-44159,2026-05-19T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Please adjust our scheduled report frequency,S4 - Low,44.4,1,No,1,Account Admin
845,IDC-42634,2026-03-20T00:00:00.000Z,Rivet Play,CA-ON,Portal,Invoice query forwarded from finance,S4 - Low,32,3,Yes,1,Account Admin
846,IDC-42467,2026-02-26T00:00:00.000Z,Rivet Play,CA-ON,Email,Player says they were verified twice and charged twice,S3 - Medium,41.3,5,No,2,User Verification Friction
847,IDC-42063,2026-07-26T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Sudden spike in failed verifications, nothing changed our side",S1 - Critical,8.7,11,No,4,Platform Reliability Friction
848,IDC-42781,2026-07-08T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Sanctions hit looks like a false positive, please review",S2 - High,8.6,7,No,3,Compliance Decision Friction
849,IDC-43040,2026-04-21T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Inaccurate PEP alert on an obviously low-risk player,S1 - Critical,4.4,10,No,4,Compliance Decision Friction
850,IDC-44322,2026-04-21T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Requesting SOC 2 report for our compliance team,S4 - Low,65.3,1,No,1,Account Admin
851,IDC-42989,2026-03-13T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,"Onboarding new market, what config changes are needed?",S4 - Low,52.1,2,No,1,Integration & Config
852,IDC-43702,2026-05-21T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,How do we clear stuck review cases?,S3 - Medium,9.5,6,No,2,Operational Backlog Friction
853,IDC-42238,2026-07-04T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S3 - Medium,10.8,5,Yes,2,Integration & Config
854,IDC-43606,2026-04-09T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Verification failing with provider timeout (504),S1 - Critical,7.1,11,No,4,Platform Reliability Friction
855,IDC-42536,2026-03-21T00:00:00.000Z,Rivet Play,CA-ON,Email,Set up user access for two new team members,S2 - High,17.1,7,No,3,Integration & Config
856,IDC-44124,2026-05-05T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Too many users routed to step-up this week,S2 - High,16.5,8,No,3,User Verification Friction
857,IDC-43137,2026-03-15T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Please adjust our scheduled report frequency,S4 - Low,56.2,2,No,1,Account Admin
858,IDC-42699,2026-05-20T00:00:00.000Z,Rivet Play,CA-ON,Portal,Can the check flag an underage applicant?,S2 - High,22.7,5,No,3,Compliance Decision Friction
859,IDC-42677,2026-05-19T00:00:00.000Z,Rivet Play,CA-ON,Email,IP allowlisting request for a new environment,S3 - Medium,33.6,6,No,2,Integration & Config
860,IDC-43054,2026-07-17T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"PO Box treated as invalid, several player complaints",S4 - Low,67.8,1,No,1,User Verification Friction
861,IDC-43847,2026-04-15T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,"Sudden spike in failed verifications, nothing changed our side",S2 - High,21,8,No,3,Platform Reliability Friction
862,IDC-42970,2026-04-16T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Can the check flag an underage applicant?,S4 - Low,21.9,3,No,1,Compliance Decision Friction
863,IDC-42638,2026-04-08T00:00:00.000Z,Rivet Play,CA-ON,Portal,Step-up auth triggering for returning players,S3 - Medium,32.2,4,No,2,User Verification Friction
864,IDC-42604,2026-05-02T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S4 - Low,45.7,1,No,1,Account Admin
865,IDC-42603,2026-05-19T00:00:00.000Z,Rivet Play,CA-ON,Email,Requesting SOC 2 report for our compliance team,S4 - Low,37.2,1,No,1,Account Admin
866,IDC-44295,2026-04-01T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,29.3,4,No,2,User Verification Friction
867,IDC-44060,2026-04-10T00:00:00.000Z,Marigold Gaming,US-MI,Portal,"Sudden spike in failed verifications, nothing changed our side",S1 - Critical,6.5,9,Yes,4,Platform Reliability Friction
868,IDC-43840,2026-03-18T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,"CfA failing, what does phone_not_baselined mean?",S2 - High,24.5,4,No,3,Platform Reliability Friction
869,IDC-42335,2026-02-06T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,37.1,1,No,1,Account Admin
